AE;UQ;Umm al Qaywayn;Emirate;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AE', 'subdivision' => 'UQ', 'regionName' => 'Umm al Qaywayn', 'regionType' => 'Emirate']);"
AF;BAL;Balkh;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'BAL', 'regionName' => 'Balkh', 'regionType' => 'Province']);"
AF;BAM;Bamyan;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'BAM', 'regionName' => 'Bamyan', 'regionType' => 'Province']);"
AF;BDG;Badghis;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'BDG', 'regionName' => 'Badghis', 'regionType' => 'Province']);"
AF;BDS;Badakhshan;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'BDS', 'regionName' => 'Badakhshan', 'regionType' => 'Province']);"
AF;BGL;Baghlan;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'BGL', 'regionName' => 'Baghlan', 'regionType' => 'Province']);"
AF;DAY;Daykundi;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'DAY', 'regionName' => 'Daykundi', 'regionType' => 'Province']);"
AF;FRA;Farah;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'FRA', 'regionName' => 'Farah', 'regionType' => 'Province']);"
AF;FYB;Faryab;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'FYB', 'regionName' => 'Faryab', 'regionType' => 'Province']);"
AF;GHA;Ghazni;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'GHA', 'regionName' => 'Ghazni', 'regionType' => 'Province']);"
AF;GHO;Ghor;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'GHO', 'regionName' => 'Ghor', 'regionType' => 'Province']);"
AF;HEL;Helmand;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'HEL', 'regionName' => 'Helmand', 'regionType' => 'Province']);"
AF;HER;Herat;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'HER', 'regionName' => 'Herat', 'regionType' => 'Province']);"
AF;JOW;Jowzjan;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'JOW', 'regionName' => 'Jowzjan', 'regionType' => 'Province']);"
AF;KAB;Kabul;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'KAB', 'regionName' => 'Kabul', 'regionType' => 'Province']);"
AF;KAN;Kandahar;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'KAN', 'regionName' => 'Kandahar', 'regionType' => 'Province']);"
AF;KAP;Kapisa;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'KAP', 'regionName' => 'Kapisa', 'regionType' => 'Province']);"
AF;KDZ;Kunduz;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'KDZ', 'regionName' => 'Kunduz', 'regionType' => 'Province']);"
AF;KHO;Khost;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'KHO', 'regionName' => 'Khost', 'regionType' => 'Province']);"
AF;KNR;Kuna?;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'KNR', 'regionName' => 'Kuna?', 'regionType' => 'Province']);"
AF;LAG;Laghman;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'LAG', 'regionName' => 'Laghman', 'regionType' => 'Province']);"
AF;LOG;Logar;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'LOG', 'regionName' => 'Logar', 'regionType' => 'Province']);"
AF;NAN;Nangarhar;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'NAN', 'regionName' => 'Nangarhar', 'regionType' => 'Province']);"
AF;NIM;Nimroz;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'NIM', 'regionName' => 'Nimroz', 'regionType' => 'Province']);"
AF;NUR;Nuristan;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'NUR', 'regionName' => 'Nuristan', 'regionType' => 'Province']);"
AF;PAN;Panjshayr;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'PAN', 'regionName' => 'Panjshayr', 'regionType' => 'Province']);"
AF;PAR;Parwan;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'PAR', 'regionName' => 'Parwan', 'regionType' => 'Province']);"
AF;PIA;Paktiya;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'PIA', 'regionName' => 'Paktiya', 'regionType' => 'Province']);"
AF;PKA;Paktika;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'PKA', 'regionName' => 'Paktika', 'regionType' => 'Province']);"
AF;SAM;Samangan;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'SAM', 'regionName' => 'Samangan', 'regionType' => 'Province']);"
AF;SAR;Sar-e Pul;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'SAR', 'regionName' => 'Sar-e Pul', 'regionType' => 'Province']);"
AF;TAK;Takhar;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'TAK', 'regionName' => 'Takhar', 'regionType' => 'Province']);"
AF;URU;Uruzgan;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'URU', 'regionName' => 'Uruzgan', 'regionType' => 'Province']);"
AF;WAR;Wardak;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'WAR', 'regionName' => 'Wardak', 'regionType' => 'Province']);"
AF;ZAB;Zabul;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AF', 'subdivision' => 'ZAB', 'regionName' => 'Zabul', 'regionType' => 'Province']);"
AG;3;Saint George;Parish;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AG', 'subdivision' => '3', 'regionName' => 'Saint George', 'regionType' => 'Parish']);"
AG;4;Saint John;Parish;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AG', 'subdivision' => '4', 'regionName' => 'Saint John', 'regionType' => 'Parish']);"
AG;5;Saint Mary;Parish;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AG', 'subdivision' => '5', 'regionName' => 'Saint Mary', 'regionType' => 'Parish']);"
AG;6;Saint Paul;Parish;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AG', 'subdivision' => '6', 'regionName' => 'Saint Paul', 'regionType' => 'Parish']);"
AG;7;Saint Peter;Parish;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AG', 'subdivision' => '7', 'regionName' => 'Saint Peter', 'regionType' => 'Parish']);"
AG;8;Saint Philip;Parish;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AG', 'subdivision' => '8', 'regionName' => 'Saint Philip', 'regionType' => 'Parish']);"
AG;10;Barbuda;Dependency;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AG', 'subdivision' => '10', 'regionName' => 'Barbuda', 'regionType' => 'Dependency']);"
AG;11;Redonda;;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AG', 'subdivision' => '11', 'regionName' => 'Redonda', 'regionType' => '']);"
AL;1;Berat;County;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AL', 'subdivision' => '1', 'regionName' => 'Berat', 'regionType' => 'County']);"
AL;2;Durr‘s;County;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AL', 'subdivision' => '2', 'regionName' => 'Durr‘s', 'regionType' => 'County']);"
AL;3;Elbasan;County;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AL', 'subdivision' => '3', 'regionName' => 'Elbasan', 'regionType' => 'County']);"
AL;4;Fier;County;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AL', 'subdivision' => '4', 'regionName' => 'Fier', 'regionType' => 'County']);"
AL;5;Gjirokast‘r;County;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AL', 'subdivision' => '5', 'regionName' => 'Gjirokast‘r', 'regionType' => 'County']);"
AL;6;Kor‘;County;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AL', 'subdivision' => '6', 'regionName' => 'Kor‘', 'regionType' => 'County']);"
AL;7;Kuk‘s;County;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AL', 'subdivision' => '7', 'regionName' => 'Kuk‘s', 'regionType' => 'County']);"
AL;8;Lezh‘;County;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AL', 'subdivision' => '8', 'regionName' => 'Lezh‘', 'regionType' => 'County']);"
AL;9;Dib‘r;County;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AL', 'subdivision' => '9', 'regionName' => 'Dib‘r', 'regionType' => 'County']);"
AL;10;Shkod‘r;County;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AL', 'subdivision' => '10', 'regionName' => 'Shkod‘r', 'regionType' => 'County']);"
AL;11;Tiran‘;County;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AL', 'subdivision' => '11', 'regionName' => 'Tiran‘', 'regionType' => 'County']);"
AL;12;Vlor‘;County;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AL', 'subdivision' => '12', 'regionName' => 'Vlor‘', 'regionType' => 'County']);"
AM;AG;Aragac?otn;Region;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AM', 'subdivision' => 'AG', 'regionName' => 'Aragac?otn', 'regionType' => 'Region']);"
AM;AR;Ararat;Region;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AM', 'subdivision' => 'AR', 'regionName' => 'Ararat', 'regionType' => 'Region']);"
AM;AV;Armavir;Region;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AM', 'subdivision' => 'AV', 'regionName' => 'Armavir', 'regionType' => 'Region']);"
AM;ER;Erevan;City;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AM', 'subdivision' => 'ER', 'regionName' => 'Erevan', 'regionType' => 'City']);"
AM;GR;Gegark unik ;Region;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AM', 'subdivision' => 'GR', 'regionName' => 'Gegark unik ', 'regionType' => 'Region']);"
AM;KT;Kotayk ;Region;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AM', 'subdivision' => 'KT', 'regionName' => 'Kotayk ', 'regionType' => 'Region']);"
AM;LO;Lo?i;Region;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AM', 'subdivision' => 'LO', 'regionName' => 'Lo?i', 'regionType' => 'Region']);"
AM;SH;_irak;Region;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AM', 'subdivision' => 'SH', 'regionName' => '_irak', 'regionType' => 'Region']);"
AM;SU;Syunik ;Region;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AM', 'subdivision' => 'SU', 'regionName' => 'Syunik ', 'regionType' => 'Region']);"
AM;TV;Tavu_;Region;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AM', 'subdivision' => 'TV', 'regionName' => 'Tavu_', 'regionType' => 'Region']);"
AM;VD;Vayoc Jor;Region;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AM', 'subdivision' => 'VD', 'regionName' => 'Vayoc Jor', 'regionType' => 'Region']);"
AO;BGO;Bengo;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AO', 'subdivision' => 'BGO', 'regionName' => 'Bengo', 'regionType' => 'Province']);"
AO;BGU;Benguela;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AO', 'subdivision' => 'BGU', 'regionName' => 'Benguela', 'regionType' => 'Province']);"
AO;BIE;Bi;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AO', 'subdivision' => 'BIE', 'regionName' => 'Bi', 'regionType' => 'Province']);"
AO;CAB;Cabinda;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AO', 'subdivision' => 'CAB', 'regionName' => 'Cabinda', 'regionType' => 'Province']);"
AO;CCU;Kuando Kubango;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AO', 'subdivision' => 'CCU', 'regionName' => 'Kuando Kubango', 'regionType' => 'Province']);"
AO;CNN;Cunene;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AO', 'subdivision' => 'CNN', 'regionName' => 'Cunene', 'regionType' => 'Province']);"
AO;CNO;Kwanza Norte;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AO', 'subdivision' => 'CNO', 'regionName' => 'Kwanza Norte', 'regionType' => 'Province']);"
AO;CUS;Kwanza Sul;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AO', 'subdivision' => 'CUS', 'regionName' => 'Kwanza Sul', 'regionType' => 'Province']);"
AO;HUA;Huambo;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AO', 'subdivision' => 'HUA', 'regionName' => 'Huambo', 'regionType' => 'Province']);"
AO;HUI;Hu’la;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AO', 'subdivision' => 'HUI', 'regionName' => 'Hu’la', 'regionType' => 'Province']);"
AO;LNO;Lunda Norte;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AO', 'subdivision' => 'LNO', 'regionName' => 'Lunda Norte', 'regionType' => 'Province']);"
AO;LSU;Lunda Sul;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AO', 'subdivision' => 'LSU', 'regionName' => 'Lunda Sul', 'regionType' => 'Province']);"
AO;LUA;Luanda;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AO', 'subdivision' => 'LUA', 'regionName' => 'Luanda', 'regionType' => 'Province']);"
AO;MAL;Malange;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AO', 'subdivision' => 'MAL', 'regionName' => 'Malange', 'regionType' => 'Province']);"
AO;MOX;Moxico;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AO', 'subdivision' => 'MOX', 'regionName' => 'Moxico', 'regionType' => 'Province']);"
AO;NAM;Namibe;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AO', 'subdivision' => 'NAM', 'regionName' => 'Namibe', 'regionType' => 'Province']);"
AO;UIG;U’ge;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AO', 'subdivision' => 'UIG', 'regionName' => 'U’ge', 'regionType' => 'Province']);"
AO;ZAI;Zaire;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AO', 'subdivision' => 'ZAI', 'regionName' => 'Zaire', 'regionType' => 'Province']);"
AR;A;Salta;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AR', 'subdivision' => 'A', 'regionName' => 'Salta', 'regionType' => 'Province']);"
AR;B;Buenos Aires;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AR', 'subdivision' => 'B', 'regionName' => 'Buenos Aires', 'regionType' => 'Province']);"
AR;C;Ciudad Aut—noma de Buenos Aires;City;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AR', 'subdivision' => 'C', 'regionName' => 'Ciudad Aut—noma de Buenos Aires', 'regionType' => 'City']);"
AR;D;San Luis;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AR', 'subdivision' => 'D', 'regionName' => 'San Luis', 'regionType' => 'Province']);"
AR;E;Entre R’os;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AR', 'subdivision' => 'E', 'regionName' => 'Entre R’os', 'regionType' => 'Province']);"
AR;F;La Rioja;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AR', 'subdivision' => 'F', 'regionName' => 'La Rioja', 'regionType' => 'Province']);"
AR;G;Santiago del Estero;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AR', 'subdivision' => 'G', 'regionName' => 'Santiago del Estero', 'regionType' => 'Province']);"
AR;H;Chaco;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AR', 'subdivision' => 'H', 'regionName' => 'Chaco', 'regionType' => 'Province']);"
AR;J;San Juan;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AR', 'subdivision' => 'J', 'regionName' => 'San Juan', 'regionType' => 'Province']);"
AR;K;Catamarca;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AR', 'subdivision' => 'K', 'regionName' => 'Catamarca', 'regionType' => 'Province']);"
AR;L;La Pampa;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AR', 'subdivision' => 'L', 'regionName' => 'La Pampa', 'regionType' => 'Province']);"
AR;M;Mendoza;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AR', 'subdivision' => 'M', 'regionName' => 'Mendoza', 'regionType' => 'Province']);"
AR;N;Misiones;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AR', 'subdivision' => 'N', 'regionName' => 'Misiones', 'regionType' => 'Province']);"
AR;P;Formosa;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AR', 'subdivision' => 'P', 'regionName' => 'Formosa', 'regionType' => 'Province']);"
AR;Q;Neuqun;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AR', 'subdivision' => 'Q', 'regionName' => 'Neuqun', 'regionType' => 'Province']);"
AR;R;R’o Negro;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AR', 'subdivision' => 'R', 'regionName' => 'R’o Negro', 'regionType' => 'Province']);"
AR;S;Santa Fe;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AR', 'subdivision' => 'S', 'regionName' => 'Santa Fe', 'regionType' => 'Province']);"
AR;T;Tucum‡n;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AR', 'subdivision' => 'T', 'regionName' => 'Tucum‡n', 'regionType' => 'Province']);"
AR;U;Chubut;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AR', 'subdivision' => 'U', 'regionName' => 'Chubut', 'regionType' => 'Province']);"
AR;V;Tierra del Fuego;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AR', 'subdivision' => 'V', 'regionName' => 'Tierra del Fuego', 'regionType' => 'Province']);"
AR;W;Corrientes;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AR', 'subdivision' => 'W', 'regionName' => 'Corrientes', 'regionType' => 'Province']);"
AR;X;C—rdoba;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AR', 'subdivision' => 'X', 'regionName' => 'C—rdoba', 'regionType' => 'Province']);"
AR;Y;Jujuy;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AR', 'subdivision' => 'Y', 'regionName' => 'Jujuy', 'regionType' => 'Province']);"
AR;Z;Santa Cruz;Province;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AR', 'subdivision' => 'Z', 'regionName' => 'Santa Cruz', 'regionType' => 'Province']);"
AT;1;Burgenland;state;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AT', 'subdivision' => '1', 'regionName' => 'Burgenland', 'regionType' => 'state']);"
AT;2;KŠrnten;state;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AT', 'subdivision' => '2', 'regionName' => 'KŠrnten', 'regionType' => 'state']);"
AT;3;Niederšsterreich;state;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AT', 'subdivision' => '3', 'regionName' => 'Niederšsterreich', 'regionType' => 'state']);"
AT;4;Oberšsterreich;state;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AT', 'subdivision' => '4', 'regionName' => 'Oberšsterreich', 'regionType' => 'state']);"
AT;5;Salzburg;state;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AT', 'subdivision' => '5', 'regionName' => 'Salzburg', 'regionType' => 'state']);"
AT;6;Steiermark;state;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AT', 'subdivision' => '6', 'regionName' => 'Steiermark', 'regionType' => 'state']);"
AT;7;Tirol;state;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AT', 'subdivision' => '7', 'regionName' => 'Tirol', 'regionType' => 'state']);"
AT;8;Vorarlberg;state;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AT', 'subdivision' => '8', 'regionName' => 'Vorarlberg', 'regionType' => 'state']);"
AT;9;Wien;state;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AT', 'subdivision' => '9', 'regionName' => 'Wien', 'regionType' => 'state']);"
AU;ACT;Australian Capital Territory;Territory;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AU', 'subdivision' => 'ACT', 'regionName' => 'Australian Capital Territory', 'regionType' => 'Territory']);"
AU;NSW;New South Wales;State;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AU', 'subdivision' => 'NSW', 'regionName' => 'New South Wales', 'regionType' => 'State']);"
AU;NT;Northern Territory;Territory;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AU', 'subdivision' => 'NT', 'regionName' => 'Northern Territory', 'regionType' => 'Territory']);"
AU;QLD;Queensland;State;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AU', 'subdivision' => 'QLD', 'regionName' => 'Queensland', 'regionType' => 'State']);"
AU;SA;South Australia;State;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AU', 'subdivision' => 'SA', 'regionName' => 'South Australia', 'regionType' => 'State']);"
AU;TAS;Tasmania;State;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AU', 'subdivision' => 'TAS', 'regionName' => 'Tasmania', 'regionType' => 'State']);"
AU;VIC;Victoria;State;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AU', 'subdivision' => 'VIC', 'regionName' => 'Victoria', 'regionType' => 'State']);"
AU;WA;Western Australia;State;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AU', 'subdivision' => 'WA', 'regionName' => 'Western Australia', 'regionType' => 'State']);"
AZ;ABS;Abseron;Rayon;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AZ', 'subdivision' => 'ABS', 'regionName' => 'Abseron', 'regionType' => 'Rayon']);"
AZ;AGA;Agstafa;Rayon;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AZ', 'subdivision' => 'AGA', 'regionName' => 'Agstafa', 'regionType' => 'Rayon']);"
AZ;AGC;Agcab?di;Rayon;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AZ', 'subdivision' => 'AGC', 'regionName' => 'Agcab?di', 'regionType' => 'Rayon']);"
AZ;AGM;Agdam;Rayon;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AZ', 'subdivision' => 'AGM', 'regionName' => 'Agdam', 'regionType' => 'Rayon']);"
AZ;AGS;Agdas;Rayon;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AZ', 'subdivision' => 'AGS', 'regionName' => 'Agdas', 'regionType' => 'Rayon']);"
AZ;AGU;Agsu;Rayon;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AZ', 'subdivision' => 'AGU', 'regionName' => 'Agsu', 'regionType' => 'Rayon']);"
AZ;AST;Astara;Rayon;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AZ', 'subdivision' => 'AST', 'regionName' => 'Astara', 'regionType' => 'Rayon']);"
AZ;BA;Baki;Municipality;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AZ', 'subdivision' => 'BA', 'regionName' => 'Baki', 'regionType' => 'Municipality']);"
AZ;BAB;Bab?k;Rayon;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AZ', 'subdivision' => 'BAB', 'regionName' => 'Bab?k', 'regionType' => 'Rayon']);"
AZ;BAL;Balak?n;Rayon;"$this->insert('{{%net_frenzel_subdivision}}',['iso2' => 'AZ', 'subdivision' => 'BAL', 'regionName' => 'Balak?n', 'regionType' => 'Rayon']);"
